Abundance	risk	cell
7.90403394171836e-19	Low	aDC
0.0362269116658626	Low	aDC
0	Low	aDC
4.61215594214826e-18	Low	aDC
1.29198357021197e-17	Low	aDC
0.133238838631224	Low	aDC
0	Low	aDC
0.0678186370036882	Low	aDC
0.0594930381661137	Low	aDC
0	Low	aDC
0.0253964880645124	Low	aDC
0	Low	aDC
0.146105831109986	Low	aDC
0.11318013700108	Low	aDC
